question,choices,answer,answer_letter,category,country,image_id,question_type,annotation_id,model_answer,Evaluation,run_time
ما هو المبنى المجاور للمسجد الذي يظهر في الصورة؟,"['A. مبنى البلدية' 'B. مكتبة المدينة' 'C. مبنى وزارة الدفاع'
 'D. متحف التاريخ']",مبنى وزارة الدفاع,C,Architecture,Iraq,78046,multiple_choice,15914,لا أستطيع المساعدة في ذلك.,0.0,1.54
ما هي المدينة التي تقع فيها الأطلال التي تظهر في الصورة وتعتبر من أقدم الحضارات المعروفة في العالم؟,['A. أور' 'B. كربلاء' 'C. نينوى' 'D. بابل'],أور,A,Architecture,Iraq,78154,multiple_choice,15940,أور,1.0,1.19
ما هي النباتات التي تزدهر باللون الأصفر كما يظهر في الصورة؟,['A. أشجار كبيرة' 'B. العشب الأخضر' 'C. أشجار صغيرة' 'D. الأشجار النادرة'],أشجار صغيرة,C,Geography,Qatar,31214.png,multiple_choice,14091,أشجار صغيرة,1.0,1.53
ما هي المناسبات التي تستخدم فيها الأواني المتنوعة كما يظهر في الصورة؟,"['A. الأعراس ومراسم عقد القرآن' 'B. المباريات الرياضية'
 'C. الحفلات الموسيقية' 'D. المحاضرات العلمية']",الأعراس ومراسم عقد القرآن,A,Food,Oman,6655,multiple_choice,4481,A. الأعراس ومراسم عقد القرآن,0.893,1.38
ما هو الأسلوب المعماري الذي يظهر في الصورة؟,"['A. العمارة المملوكية' 'B. العمارة البيزنطية' 'C. العمارة العثمانية'
 'D. العمارة الحديثة']",العمارة المملوكية,A,Architecture,Palestine,2870,multiple_choice,9043,A. العمارة المملوكية,0.85,1.97
ما هو الطبق التقليدي الذي يظهر في الصورة ويعد من الأطباق المفضلة في فصل الشتاء في ليبيا؟,['A. الكسكسي' 'B. البازين' 'C. المسمن' 'D. الكفتاجي'],البازين,B,Food,Libya,64836,multiple_choice,14315,البازين,1.0,1.21
ما هو الشكل المعماري الظاهر في الصورة والذي يميز المباني القديمة في البلدة القديمة؟,['A. نوافذ مستطيلة' 'B. نوافذ مربعة' 'C. نوافذ دائرية' 'D. نوافذ مقوسة'],نوافذ مقوسة,D,Architecture,Palestine,2862,multiple_choice,9031,نوافذ مقوسة,1.0,1.81
ما هي المادة الأساسية المستخدمة في بناء الجدران التي تظهر في الصورة؟,['A. الحجارة الطبيعية' 'B. الخشب' 'C. الإسمنت' 'D. الطوب الأحمر'],الحجارة الطبيعية,A,Architecture,Palestine,3009,multiple_choice,436,C. الإسمنت,0.0,2.1
كما يظهر في الصورة، تتشابك حدودها مع مقاطعتي تيشيت والمجرية، ما هي هذه المقاطعة؟,['A. تيشيت' 'B. تكانت' 'C. المجرية' 'D. تجكجة'],تجكجة,D,Geography,Mauritania,42686.png,multiple_choice,13662,تكانت,0.0,1.11
ما هو الشكل المعماري التقليدي الذي يظهر في الصورة ويتميز بالأسوار البيضاء المزخرفة والأبراج المستديرة؟,['A. قلعة صحار' 'B. قصر البستان' 'C. قلعة رستاق' 'D. قلعة بهلاء'],قلعة صحار,A,Geography,Oman,40135.png,multiple_choice,10347,قصر البستان,0.0,1.11
ما هو الاسم الذي يُعرف به هذا النوع في ليبيا؟,['A. الضأن الصحراوي' 'B. الودان' 'C. الضأن العربي' 'D. الضأن المغربي'],الودان,B,Fauna,Libya,34741.png,multiple_choice,18930,A. الضأن الصحراوي,0.0,1.28
ما هي الميزة المعمارية البارزة للبناء الظاهر في الصورة؟,"['A. برج عالي من الطوب' 'B. مئذنة مزدوجة'
 'C. قبة مزخرفة بالزخارف الإسلامية' 'D. هرم مدرج مبني من الحجارة الضخمة']",هرم مدرج مبني من الحجارة الضخمة,D,LandMarks,Algeria,5333,multiple_choice,26470,D. هرم مدرج مبني من الحجارة الضخمة,0.912,1.28
ما هو العصر الذي يعود إليه المعلم الذي يظهر في الصورة؟,"['A. العصر الحديدي' 'B. العصر البرونزي' 'C. العصر الحجري'
 'D. العصر الإسلامي']",العصر البرونزي,B,Geography,UAE,9380.png,multiple_choice,15144,B. العصر البرونزي,0.824,1.65
ما هو الجزء من المسجد الذي يظهر في الصورة ويحتوي على كتب ورفوف خشبية؟,['A. المئذنة' 'B. المكتبة الصغيرة' 'C. البلاط الخارجي' 'D. المنبر'],المكتبة الصغيرة,B,Geography,Lebanon,15927.png,multiple_choice,12351,المكتبة الصغيرة,1.0,1.71
ما وصف الحوض الظاهر في الصورة الذي تتدفق فيه المياه؟,"['A. تتدفق المياه في بركة مربعة من الخشب'
 'B. تتدفق المياه في حوض معدني مستدير'
 'C. تتدفق المياه في حوض دائري من الرخام'
 'D. تتدفق المياه في حوض مربع من الزجاج']",تتدفق المياه في حوض دائري من الرخام,C,Architecture,Morocco,82669,multiple_choice,8815,C. تتدفق المياه في حوض دائري من الرخام,0.921,1.63
ما هي المنطقة التي تنمو فيها الشجيرة التي تظهر في الصورة ؟,"['A. مناطق حوض البحر الأبيض المتوسط' 'B. جبال الأطلس' 'C. الصحراء الكبرى'
 'D. السهول الساحلية']",مناطق حوض البحر الأبيض المتوسط,A,Flora,Morocco,11525.png,multiple_choice,16887,A. مناطق حوض البحر الأبيض المتوسط,0.909,1.48
ما هو الحدث الذي يظهر في الصورة ويتعلق بزيارة شخصية مهمة إلى القدس؟,"['A. زيارة الملك عبد الله الثاني في 2007'
 'B. زيارة الملك عبد الله الأول في 29 مايو 1948'
 'C. زيارة الملك حسين بن طلال في 1954' 'D. زيارة الشريف حسين في 1924']",زيارة الملك عبد الله الأول في 29 مايو 1948,B,Architecture,Palestine,3055,multiple_choice,9138,B. زيارة الملك عبد الله الأول في 29 مايو 1948,0.933,2.1
ما هو نوع الزي العسكري الذي يرتديه الضابط الذي يظهر في الصورة؟,"['A. زي عسكري مموه باللون الرمادي' 'B. زي عسكري مموه باللون البني'
 'C. زي عسكري مموه باللون الأزرق' 'D. زي عسكري مموه باللون الأخضر']",زي عسكري مموه باللون البني,B,Geography,Kuwait,36261.png,multiple_choice,14592,زي عسكري مموه باللون البني,1.0,1.72
ما هي المنطقة التي تقع فيها المنشأة التي تظهر في الصورة؟,['A. الخور' 'B. الدوحة' 'C. مسيمير' 'D. العاصمة'],مسيمير,C,Geography,Qatar,48303.png,multiple_choice,14188,B. الدوحة,0.0,2.13
ما هو التعبير الذي يظهر في الصورة على وجه المطرب؟,"['A. نظرات فرح' 'B. وجه جاد ونظرات متأملة' 'C. ابتسامة واسعة'
 'D. مظهر متهور']",وجه جاد ونظرات متأملة,B,Music,Kuwait,335.png,multiple_choice,11555,B. وجه جاد ونظرات متأملة,0.875,1.44
ما هو العنصر الطبيعي الذي يتوسط المشهد كما يظهر في الصورة، مما يضفي جواً من السكينة والجمال؟,"['A. الشواطئ الجميلة' 'B. الأشجار الخضراء' 'C. البحيرة الهادئة'
 'D. المباني الحديثة']",البحيرة الهادئة,C,Geography,UAE,16352.png,multiple_choice,16101,C. البحيرة الهادئة,0.833,1.17
ما هو المزيج المعماري الذي يظهر في الصورة في المباني المحيطة بباب إدريس؟,"['A. العمارة التقليدية والحديثة' 'B. العمارة الرومانية واليونانية'
 'C. العمارة الإسلامية والبيزنطية' 'D. العمارة الفرعونية والفارسية']",العمارة التقليدية والحديثة,A,Architecture,Lebanon,19009,multiple_choice,11929,A. العمارة التقليدية والحديثة,0.897,1.24
ما هي البنية التحتية التي تربط بين الجزر والبر الرئيسي في خليج البحرين؟,"['A. السفن العابرة للبحار' 'B. القطارات تحت الأرض' 'C. الأنفاق تحت الماء'
 'D. الجسور المتعددة المسارات']",الجسور المتعددة المسارات,D,Geography,Bahrain,74684.png,multiple_choice,14739,D. الجسور المتعددة المسارات,0.889,1.34
ما هي الخصائص التي تميز الأزهار التي تظهر في الصورة؟,"['A. أزهار حمراء مدببة' 'B. أزهار زرقاء صغيرة'
 'C. أزهار بيضاء صغيرة ذات أطراف مدببة بشكل حاد' 'D. أزهار صفراء كبيرة']",أزهار بيضاء صغيرة ذات أطراف مدببة بشكل حاد,C,Flora,Morocco,38758.png,multiple_choice,16876,أزهار بيضاء صغيرة ذات أطراف مدببة بشكل حاد,1.0,1.98
ما هو النوع من المجوهرات التقليدية الذي يظهر في الصورة ويوضع فوق رأس المرأة الجزائرية للتزين به؟,"['A. الخاتم اليدوي' 'B. الجبين الجزائري' 'C. العقد المزخرف'
 'D. القلادة المعلقة']",الجبين الجزائري,B,Clothes,Algeria,83834.png,multiple_choice,26439,B. الجبين الجزائري,0.833,1.57
ما هي الميزة المعمارية التي تظهر في الصورة وتعود إلى القرن الثاني عشر الهجري؟,['A. بيت الحديث' 'B. القصبة القديمة' 'C. بيت الجبل' 'D. الساحة الرئيسية'],بيت الجبل,C,Architecture,Oman,105457,multiple_choice,4406,B. القصبة القديمة,0.0,1.48
ما هو الجبل الذي يقع في الجنوب الشرقي من مدينة العين؟,['A. جبل ياس' 'B. جبل حفيت' 'C. جبل حماد' 'D. جبل شمس'],جبل حفيت,B,Geography,UAE,57716.png,multiple_choice,15632,B. جبل حفيت,0.727,1.21
ما هي الميزة المعمارية التي تظهر في الصورة وتعكس خصائص العمارة اليمنية التقليدية؟,"['A. الأسوار الحجرية' 'B. الأعمدة الكبيرة' 'C. القباب الصغيرة'
 'D. النوافذ المقوسة']",القباب الصغيرة,C,Architecture,Yemen,551,multiple_choice,1886,C. القباب الصغيرة,0.824,1.26
ما هو العصر الذي يعود إليه تاريخ المدافن التي تظهر في الصورة؟,"['A. العصر الحجري' 'B. العصر الإسلامي' 'C. العصر الحديدي'
 'D. العصر البرونزي']",العصر البرونزي,D,Geography,UAE,9371.png,multiple_choice,10829,C. العصر الحديدي,0.0,2.16
ما هي الأداة القديمة التي يظهر في الصورة والتي تستخدم في عملية عصر العنب؟,['A. المحراث' 'B. المنجل' 'C. المكبس' 'D. المحرقة'],المكبس,C,Food,Jordan,18586,multiple_choice,19168,C. المكبس,0.667,1.35
ما هو النقش الذي يظهر في الصورة ويُشير إلى أهمية المكان؟,"['A. النقش باللغة السريانية' 'B. الأشكال الهندسية على الباب'
 'C. الصليب المسيحي البارز' 'D. اللوحة المعدنية باللغة العربية']",النقش باللغة السريانية,A,Architecture,Palestine,3086,multiple_choice,923,C. الصليب المسيحي البارز,0.0,1.77
