id,question,arabic_question,translation_time_sec
1814,"Andrew, the absent-minded mountain climber, climbed a mountain range, with a profile as shown in Figure 1 from point $P$ to point $Q$. From time to time he had to turn back to find bits of his equipment that he had dropped. The graph of the height $H$ of his position at time $t$ is shown in Figure 2 to the same scale as Figure 1. How many times did he turn back?
<image1>",كم مرة عاد أندرو للخلف لإيجاد معداتِه التي تركها؟,3.34
1815,The diagram shows a square and an equilateral right-angled crossshaped dodecagon. The length of the perimeter of the dodecagon is $36 \mathrm{~cm}$. What is the area of the square in $\mathrm{cm}^{2}$ ? <image1>,ما هو مساحة المربع بالسنتمترات المربعة؟,2.95
1816,The shaded area is equal to $2 \pi$. What is the length of $P Q$ ? <image1>,ما هو طول القطعة $P Q$؟,2.88
1817,"In the grid on the right, there are eight kangaroos. A kangaroo may jump into any empty square. Find the least number of the kangaroos which have to jump into an empty square so that in each row and column there are exactly two kangaroos. <image1>",في الشبكة الموجودة على اليمين، هناك ثمانية كانغارووس. يمكن للكانغارو القفز في أي مربع فارغ. ما هو أقل عدد من الكانغارووس الذي يجب أن يقفزوا إلى مربع فارغ حتى يكون هناك بالضبط كانغاروان في كل صف وعمود؟,5.44
1818,"In the diagram alongside, the five circles have the same radii and touch as shown. The square joins the centres of the four outer circles. <image1>
The ratio of the area of the shaded parts of all five circles to the area of the unshaded parts of all five circles is",نسبة مساحة الأجزاء الظليلة في الدوائر الخمس إلى مساحة الأجزاء غير الظليلة في الدوائر الخمس هي,3.63
1819,In the diagram there are 7 squares. What is the difference between the number of triangles and the number of squares in the diagram? <image1>,ما هو الفرق بين عدد المثلثات وعدد المربعات في الرسم البياني؟,3.32
1820,"Kanga and Roo are hopping around a stadium with a perimeter of $330 \mathrm{~m}$. Each of them makes one jump every second.
Kanga's jumps are $5 \mathrm{~m}$ long, while Roo's jumps are $2 \mathrm{~m}$ long. They both start at the same point and move in the same direction. Roo gets tired and stops after 25 seconds whilst
<image1>
Kanga keeps jumping. How much more time passes before Kanga is next beside Roo?",كم من الوقت الإضافي يمر قبل أن يكون كانجا بجانب رو مجددًا؟,3.4
1821,"What entry should replace $x$ in the table so that the numbers in each row, each column and each diagonal form an arithmetic sequence?
(In an arithmetic sequence, there is a constant difference between successive terms.) <image1>",ما هو القيمة التي يجب استبدالها بـ $x$ في الجدول حتى تشكل الأرقام في كل صف، وكل عمود، وكل قطري تسلسلًا حسابيًا؟ (في التسلسل الحسابي، يوجد فرق ثابت بين كل مصطلح متتالي.) <image1>,5.34
1822,"The diagram shows 3 semicircular arcs with the endpoints $A, B$ of one arc and the centres $E, F$ of the other two arcs at the vertices of a rectangle. What is the area of the shaded region when the radius of each semicircle is $2 \mathrm{~cm}$ ? <image1>",ما هو مساحة المنطقة الظليلة عندما يكون نصف قطر كل نصف دائرة 2 سم؟,3.18
1823,What is the sum of the 10 angles marked on the diagram on the right? <image1>,ما هو مجموع الزوايا العشر المُحددة في الرسم البياني على اليمين؟,3.34
1824,The numbers on each pair of opposite faces on a die add up to 7 . A die is rolled without slipping around the circuit shown. At the start the top face is 3 . What number will be displayed on the top face at the end point? <image1>,ستكون النتيجة المعروضة على الوجه العلوي في النهاية هي 4.,3.27
1825,"How many ways are there to choose a white square and a black square, such as those shown, from an $8 \times 8$ chess board so that these squares do not lie in either the same row or the same column? <image1>",كم طريقة لاختيار مربع أبيض ومربع أسود، مثل تلك الموجودة في لوحة شطرنج 8x8، بحيث لا يقعان في نفس الصف أو العمود؟,4.16
1826,"The flag shown in the diagram consists of three stripes, each of equal height, which are divided into two, three and four equal parts, respectively. What fraction of the area of the flag is shaded? <image1>",ما هي النسبة المئوية لمنطقة العلم التي تم تظليلها؟,3.2
1827,"The circle shown in the diagram is divided into four arcs of length 2, 5, 6 and $x$ units. The sector with arc length 2 has an angle of $30^{\circ}$ at the centre. Determine the value of $x$. <image1>",تحدد قيمة $x$ بوحدات طولها 7.,3.1
1828,The rectangle shown is divided into six squares. The length of the sides of the smallest square is 1 . What is the length of the sides of the largest square? <image1>,ما هو طول ضلع المربع الأكبر؟,2.81
1829,"Each letter in the sum shown represents a different digit and the digit for $\mathrm{A}$ is odd. What digit does $\mathrm{G}$ represent?
<image1>","يمثل الحرف ""G"" الرقم 7.",3.0
1830,"Two identical equilateral triangles overlap with their sides parallel, so that the overlapping region is the hexagon shown shaded in the diagram. The perimeter length of each triangle is 18 . What is the perimeter length of the shaded hexagon? <image1>",ما هو طول محيط المثلث المتعدد الأضلاع الظليل، حيث أن كل مثلث متساوي الأضلاع له محيط طوله 18؟,4.07
1831,"Two squares with side 1 have a common vertex, and the edge of one of them lies along the diagonal of the other. What is the area of the overlap between the squares? <image1>",ما هو المساحة المتداخلة بين المربعين؟,3.01
1832,"A square $P Q R S$ with sides of length 10 is rolled without slipping along a line. Initially $P$ and $Q$ are on the line and the first roll is around point $Q$ as shown in the diagram. The rolling stops when $P$ first returns to the line. What is the length of the curve that $P$ has travelled?
<image1>","ما طول المنحنى الذي قطعه النقطة ""ب""؟

(ملاحظة: لا يمكنني عرض الصور أو الرسوم البيانية، لذا تم تقديم الوصف بناءً على النص المقدم.)",4.47
1833,The diagram shows two ordinary dice. What is the total number of spots on all the faces that cannot be seen in the diagram? <image1>,يُظهر الرسم البياني نردين عاديين. ما هو إجمالي عدد البقع على جميع الوجوه التي لا يمكن رؤيتها في الرسم البياني؟,3.97
1834,"To complete the table, each cell must contain either 0 or 1 , and the total of each row and column must be 2 . What are the values of the entries $X$ and $Y$ ? <image1>","لإكمال الجدول، يجب أن تحتوي كل خلية على 0 أو 1، ويجب أن يكون مجموع كل صف وعمود 2. ما قيمتي المدخلات $X$ و $Y$؟

(ملاحظة: لا يمكنني معالجة الصور أو الرموز المرئية، لذا تم تقديم السؤال بناءً على النص المقدم.)",6.04
1835,"In the calculation alongside, different letters represent different digits.
<image1>
Find the least possible answer to the subtraction shown.",تحديدًا أقل إجابة ممكنة للطرح المعروض.,3.14
1836,"The diagram shows a triangle $J K L$ where two lines are drawn from each of the vertices $J$ and $K$ to points on the opposite sides. This divides the triangle into nine nonoverlapping sections. If instead, eight lines are drawn to the opposite sides, four from $J$ and four from $K$, how many nonoverlapping sections would the triangle be divided into? <image1>",سيُقسم المثلث إلى ٢٥ قسمًا غير متداخل.,3.34
1837,A dog is tied to the outside corner of a house by a rope of length $10 \mathrm{~m}$. The house is a rectangle with sides of length $6 \mathrm{~m}$ and $4 \mathrm{~m}$. What is the length (in metres) of the curved boundary of the area in which the dog can roam? <image1>,ما هي طول الحدود المنحنية للمنطقة التي يمكن أن يتجول فيها الكلب؟,3.26
1838,"A coin with diameter $1 \mathrm{~cm}$ rolls around the outside of a regular hexagon with edges of length $1 \mathrm{~cm}$ until it returns to its original position. In centimetres, what is the length of the path traced out by the centre of the coin? <image1>",مسار المركز الذي قطعه العملة المعدنية هو طول ضلع المثلث المتساوي الأضلاع الذي يشكل مع أطراف الهكساغون. نظرًا لأن كل ضلع من أضلاع الهكساغون له طول 1 سم، فإن طول المسار هو 6 سم.,5.28
1839,"An equilateral triangle and a regular hexagon are inscribed in a circle which is itself inscribed in an equilateral triangle. $L$ is the area of the large triangle, $S$ is the area of the smaller triangle and $H$ is the area of the hexagon. Which of these statements is true? <image1>","أي من العبارات التالية صحيحة؟

<صورة1>",3.15
1840,Two circles have their centres on the same diagonal of a square. They touch each other and the sides of the square as shown. The square has side length $1 \mathrm{~cm}$. What is the sum of the radii of the circles in centimetres? <image1>,ما هو مجموع نصف قطرَي الدائرتين، بالسنتمترات؟,3.03
1841,"Five boxes contain cards as shown. Simon removes cards so that each box contains exactly one card, and the five cards remaining in the boxes can be used to spell his name. Which card remains in box 2 ?
<image1>",ما هي البطاقة المتبقية في الصندوق الثاني؟,2.95
1842,Four unit squares are placed edge to edge as shown. What is the length of the line $P Q$ ? <image1>,ما طول الخط $P Q$؟,2.71
